link,name,location,price,area,bhk,bathroom,area_type_x,id,property_name_address,bedrooms,bathrooms,balcony,additional_rooms,super_builtup_area,area_type_y,floor,property_age,facing,nearby_location,features,furnishing_details,image_links
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sumeru-chs-sv-patel-nagar-mumbai-andheri-dahisar-650-sq-ft-r3-spid-T78194841,Sumeru CHS,"2 BHK Flat in SV Patel Nagar, Andheri West",₹2.5 Cr,650 sqft,2 BHK,(2 Baths),Carpet Area,112,"Carpet area: 650
(60.39 sq.m.)  
sq.ft.",2 Bedrooms,2 Bathrooms,No Balcony,Others,,650,7th   of 12 Floors,10+ Year Old,East,"Versowa line 1 metro station, Amba Mata Temple, Bank of baroda ATM, Hdfc bank ATM, Kotak mahindra ATM","Intercom Facility, Maintenance Staff","1 Water Purifier, 1 Fan, 1 Fridge, 1 Geyser, 1 Stove, 1 Light, 1 AC, 1 TV, 1 Bed, 1 Wardrobe, 1 Sofa, 1 Washing Machine, No Chimney, No Curtains, No Dining Table, No Exhaust Fan, No Modular Kitchen, No Microwave, 1 Water Purifier, 1 Fan, 1 Fridge, 1 Geyser, 1 Stove, 1 Light, 1 AC, 1 TV, 1 Bed, 1 Wardrobe, 1 Sofa, 1 Washing Machine, No Chimney, No Curtains, No Dining Table, No Exhaust Fan, No Modular Kitchen, No Microwave",https://imagecdn.99acres.com/media1/26383/1/527661137M-1755270572398.jpg
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-indu-mulund-kavita-kiran-chs-mulund-east-central-mumbai-suburbs-880-sq-ft-spid-V82612984,Indu Mulund Kavita Kiran Chs,"3 BHK Flat in Mulund East, Mumbai",₹2.73 Cr,880 sqft,3 BHK,(3 Baths),Carpet Area,1275,"Carpet area: 880
(81.75 sq.m.)  
sq.ft.",3 Bedrooms,3 Bathrooms,No Balcony,,,880,10th   of 15 Floors,0 to 1 Year Old,West,"Hanuman Mandir, Vitthal Mandir, Jari Mari Gaondevi Temple, Shiva Temple, Kala Ganeshji Temple, Hanuman Temple","Security / Fire Alarm, Feng Shui / Vaastu Compliant, Intercom Facility, Lift(s), Maintenance Staff, Water Storage, No open drainage around, Piped-gas, Security Personnel, Natural Light, Airy Rooms, Low Density Society, Fitness Centre / GYM, Waste Disposal",,"https://imagecdn.99acres.com/media1/31466/13/629333859M-1754485306568.jpg, https://imagecdn.99acres.com/media1/32790/14/655814003T-1759486861634.jpg, https://imagecdn.99acres.com/media1/31563/9/631269033T-1754906825982.jpg, https://imagecdn.99acres.com/media1/33336/10/666730255T-1761973946536.jpg, https://imagecdn.99acres.com/media1/29278/6/585566927T-1755120989808.jpg"
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-kanakia-silicon-valley-powai-central-mumbai-suburbs-1100-sq-ft-spid-S83611012,"Kanakia Silicon Valley
3.3","3 BHK Flat in Powai, Mumbai",₹4 Cr,"1,100 sqft",3 BHK,(3 Baths),Built-up Area,1276,"Built Up area: 1100
(102.19 sq.m.)
Carpet area: 859 sq.ft. (79.8 sq.m.)  
sq.ft.",3 Bedrooms,3 Bathrooms,No Balcony,Others,,859,12nd   of 30 Floors,1 to 5 Year Old,North-East,"Ghatkopar Railway Station, Ghatkopar Metro Station, R City Mall, Eastern Ecpress Highway, Podar International School","Power Back-up, Intercom Facility, Lift(s), Swimming Pool, Park, Fitness Centre / GYM, Club house / Community Center, Rain Water Harvesting","3 Bed, 2 Wardrobe, 5 Fan, 1 Exhaust Fan, 3 Geyser, 15 Light, 1 TV, 5 AC, 1 Modular Kitchen, No Chimney, No Curtains, No Dining Table, No Microwave, No Fridge, No Sofa, No Stove, No Washing Machine, No Water Purifier, 3 Bed, 2 Wardrobe, 5 Fan, 1 Exhaust Fan, 3 Geyser, 15 Light, 1 TV, 5 AC, 1 Modular Kitchen, No Chimney, No Curtains, No Dining Table, No Microwave, No Fridge, No Sofa, No Stove, No Washing Machine, No Water Purifier","https://imagecdn.99acres.com/media1/31039/1/620781275M-1752839520466.jpg, https://imagecdn.99acres.com/media1/31371/7/627427177T-1754137824181.jpg, https://imagecdn.99acres.com/media1/32892/14/657854883T-1759908452896.jpg, https://imagecdn.99acres.com/media1/31698/17/633977623T-1755332241818.jpg, https://imagecdn.99acres.com/media1/31651/4/633024889T-1755158540498.jpg"
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-kanakia-silicon-valley-powai-central-mumbai-suburbs-756-sq-ft-spid-B83611880,"Kanakia Silicon Valley
3.3","2 BHK Flat in Powai, Mumbai",₹3.1 Cr,756 sqft,2 BHK,(2 Baths),Carpet Area,1277,"Carpet area: 756
(70.23 sq.m.)  
sq.ft.",2 Bedrooms,2 Bathrooms,1 Balcony,Others,,756,20th   of 30 Floors,1 to 5 Year Old,North-East,"Ghatkopar Railway Station, Ghatkopar Metro Station, R City Mall, Eastern Ecpress Highway, Podar International School","Power Back-up, Intercom Facility, Lift(s), Swimming Pool, Park, Fitness Centre / GYM, Club house / Community Center, Rain Water Harvesting","2 Wardrobe, 4 Fan, 1 Exhaust Fan, 2 Geyser, 12 Light, 3 AC, 1 Modular Kitchen, No Bed, No Chimney, No Curtains, No Dining Table, No Microwave, No Fridge, No Sofa, No Stove, No TV, No Washing Machine, No Water Purifier, 2 Wardrobe, 4 Fan, 1 Exhaust Fan, 2 Geyser, 12 Light, 3 AC, 1 Modular Kitchen, No Bed, No Chimney, No Curtains, No Dining Table, No Microwave, No Fridge, No Sofa, No Stove, No TV, No Washing Machine, No Water Purifier","https://imagecdn.99acres.com/media1/31038/10/620770479M-1752838852389.jpg, https://imagecdn.99acres.com/media1/33173/18/663478621T-1761303543429.jpg, https://imagecdn.99acres.com/media1/31487/3/629743285T-1754566832360.jpg, https://imagecdn.99acres.com/media1/31029/6/620586593T-1752822526497.jpg, https://imagecdn.99acres.com/media1/32079/0/641580027T-1756791315953.jpg"
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-kanakia-silicon-valley-powai-central-mumbai-suburbs-1100-sq-ft-spid-L83610726,"Kanakia Silicon Valley
3.3","3 BHK Flat in Powai, Mumbai",₹3.9 Cr,"1,100 sqft",3 BHK,(3 Baths),Built-up Area,1278,"Built Up area: 1100
(102.19 sq.m.)
Carpet area: 859 sq.ft. (79.8 sq.m.)  
sq.ft.",3 Bedrooms,3 Bathrooms,No Balcony,Others,,859,16th   of 30 Floors,1 to 5 Year Old,North-East,"Ghatkopar Railway Station, Ghatkopar Metro Station, R City Mall, Eastern Ecpress Highway, Podar International School","Power Back-up, Intercom Facility, Lift(s), Swimming Pool, Park, Fitness Centre / GYM, Club house / Community Center, Rain Water Harvesting","6 Fan, 3 Geyser, 16 Light, 4 AC, 1 Modular Kitchen, No Bed, No Chimney, No Curtains, No Dining Table, No Exhaust Fan, No Microwave, No Fridge, No Sofa, No Stove, No TV, No Wardrobe, No Washing Machine, No Water Purifier, 6 Fan, 3 Geyser, 16 Light, 4 AC, 1 Modular Kitchen, No Bed, No Chimney, No Curtains, No Dining Table, No Exhaust Fan, No Microwave, No Fridge, No Sofa, No Stove, No TV, No Wardrobe, No Washing Machine, No Water Purifier","https://imagecdn.99acres.com/media1/31039/9/620789519M-1752840252299.jpg, https://imagecdn.99acres.com/media1/31371/7/627427177T-1754137824181.jpg, https://imagecdn.99acres.com/media1/32892/14/657854883T-1759908452896.jpg, https://imagecdn.99acres.com/media1/31698/17/633977623T-1755332241818.jpg, https://imagecdn.99acres.com/media1/31651/4/633024889T-1755158540498.jpg"
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-kanakia-silicon-valley-powai-central-mumbai-suburbs-900-sq-ft-spid-G83612204,"Kanakia Silicon Valley
3.3","2 BHK Flat in Powai, Mumbai",₹3 Cr,900 sqft,2 BHK,(2 Baths),Built-up Area,1279,"Built Up area: 900
(83.61 sq.m.)
Carpet area: 701 sq.ft. (65.13 sq.m.)  
sq.ft.",2 Bedrooms,2 Bathrooms,No Balcony,Others,,701,13rd   of 30 Floors,1 to 5 Year Old,North-East,"Ghatkopar Railway Station, Ghatkopar Metro Station, R City Mall, Eastern Ecpress Highway, Podar International School","Power Back-up, Intercom Facility, Lift(s), Swimming Pool, Park, Fitness Centre / GYM, Club house / Community Center, Rain Water Harvesting","5 Fan, 1 Exhaust Fan, 2 Geyser, 12 Light, 1 Modular Kitchen, 3 AC, No Bed, No Chimney, No Curtains, No Dining Table, No Microwave, No Fridge, No Sofa, No Stove, No TV, No Wardrobe, No Washing Machine, No Water Purifier, 5 Fan, 1 Exhaust Fan, 2 Geyser, 12 Light, 1 Modular Kitchen, 3 AC, No Bed, No Chimney, No Curtains, No Dining Table, No Microwave, No Fridge, No Sofa, No Stove, No TV, No Wardrobe, No Washing Machine, No Water Purifier","https://imagecdn.99acres.com/media1/31038/7/620767915M-1752838661600.jpg, https://imagecdn.99acres.com/media1/32079/0/641580027T-1756791315953.jpg, https://imagecdn.99acres.com/media1/30809/8/616188161T-1755623247310.jpg, https://imagecdn.99acres.com/media1/33243/10/664870199T-1761639525996.jpg, https://imagecdn.99acres.com/media1/32987/19/659759883T-1760271249166.jpg"
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-runwal-bliss-kanjurmarg-east-central-mumbai-suburbs-1300-sq-ft-spid-M83597978,"Runwal Bliss
4.3","3 BHK Flat in Kanjurmarg East, Mumbai",₹3.45 Cr,"1,300 sqft",3 BHK,(3 Baths),Built-up Area,1280,"Built Up area: 1300
(120.77 sq.m.)
Carpet area: 1085 sq.ft. (100.8 sq.m.)  
sq.ft.",3 Bedrooms,3 Bathrooms,1 Balcony,Others,,1085,30th   of 52 Floors,1 to 5 Year Old,North-East,"Kanjur Marg Station(W), Neptune Magnet Mall, Eastern Express Highway, Indian Institute of Technology Bombay, Kendriya Vidyalaya IIT Powai","Power Back-up, Intercom Facility, Lift(s), Swimming Pool, Park, Fitness Centre / GYM, Club house / Community Center, Rain Water Harvesting","6 Fan, 1 Exhaust Fan, 3 Geyser, 14 Light, 4 AC, 1 Modular Kitchen, No Bed, No Chimney, No Curtains, No Dining Table, No Microwave, No Fridge, No Sofa, No Stove, No TV, No Wardrobe, No Washing Machine, No Water Purifier, 6 Fan, 1 Exhaust Fan, 3 Geyser, 14 Light, 4 AC, 1 Modular Kitchen, No Bed, No Chimney, No Curtains, No Dining Table, No Microwave, No Fridge, No Sofa, No Stove, No TV, No Wardrobe, No Washing Machine, No Water Purifier","https://imagecdn.99acres.com/media1/30979/4/619584221M-1752642527423.jpg, https://imagecdn.99acres.com/media1/26510/15/530215501M-1731354468542.jpg, https://imagecdn.99acres.com/media1/32029/17/640597847T-1756541917087.jpg, https://imagecdn.99acres.com/media1/32677/10/653550889T-1759036421614.jpg, https://imagecdn.99acres.com/media1/32261/12/645232409T-1757510262274.jpg"
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-wadhwa-tw-gardens-thakur-village-mumbai-andheri-dahisar-900-sq-ft-spid-A83936922,Wadhwa TW Gardens,"2 BHK Flat in Thakur Village, Kandivali East",₹2.6 Cr,900 sqft,2 BHK,(2 Baths),Super Built-up Area,1281,"Super Built up area 900
(83.61 sq.m.)
Built Up area: 800 sq.ft. (74.32 sq.m.)
Carpet area: 680 sq.ft. (63.17 sq.m.)  
sq.ft.",2 Bedrooms,2 Bathrooms,No Balcony,Store Room,900,680,24th   of 36 Floors,1 to 5 Year Old,East,"Borivali Station, Poisar Metro Station, Plotsify, Western Express Highway, Oxford International School, Ekveera MJ Junior College","Security / Fire Alarm, Power Back-up, Feng Shui / Vaastu Compliant, Intercom Facility, Lift(s), Water purifier, Maintenance Staff, False Ceiling Lighting, Water Storage, Separate entry for servant room, Piped-gas, Visitor Parking, Swimming Pool, Park, Security Personnel, Natural Light, Airy Rooms, Shopping Centre, Fitness Centre / GYM, Waste Disposal, Rain Water Harvesting, Club house / Community Center",,"https://imagecdn.99acres.com/media1/31124/4/622484217M-1753269183189.jpg, https://imagecdn.99acres.com/media1/31504/7/630087129T-1754639881958.jpg, https://imagecdn.99acres.com/media1/32305/12/646112099T-1757664494573.jpg, https://imagecdn.99acres.com/media1/32007/6/640146571T-1756456441765.jpg, https://imagecdn.99acres.com/media1/30762/5/615245373T-1755641862211.jpg"
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-altavista-suman-nagar-central-mumbai-1080-sq-ft-spid-I84413732,Altavista,"3 BHK Flat in Suman Nagar, Chembur East",₹3 Cr,"1,080 sqft",3 BHK,(3 Baths),Carpet Area,1282,"Carpet area: 1080
(100.34 sq.m.)  
sq.ft.",3 Bedrooms,3 Bathrooms,No Balcony,,,1080,20th   of 23 Floors,1 to 5 Year Old,East,"Chembur Railway Station, Kurla railway stations, phonex Market City, Eastern Express Highway, Eastern Freeway","Security / Fire Alarm, Feng Shui / Vaastu Compliant, Intercom Facility, Lift(s), Maintenance Staff, Water Storage, Piped-gas, Visitor Parking, Swimming Pool, Park, Shopping Centre, Fitness Centre / GYM, Rain Water Harvesting, Club house / Community Center",,"https://imagecdn.99acres.com/media1/31659/16/633196683M-1755174612149.jpg, https://imagecdn.99acres.com/media1/32769/16/655396377T-1759402341765.jpg, https://imagecdn.99acres.com/media1/33217/14/664354379T-1761543763922.jpg, https://imagecdn.99acres.com/media1/32864/5/657285367T-1759794084218.jpg, https://imagecdn.99acres.com/media1/32915/17/658317245T-1759995304019.jpg"
https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-81-aureate-bandra-west-western-mumbai-6000-sq-ft-spid-B85276360,"81 Aureate
4.0","4 BHK Flat in Bandra West, Mumbai",₹19 Cr,"6,000 sqft",4 BHK,(5 Baths),Super Built-up Area,256,"Super Built up area 6000
(557.42 sq.m.)
Built Up area: 5800 sq.ft. (538.84 sq.m.)
Carpet area: 4212 sq.ft. (391.31 sq.m.)  
sq.ft.",4 Bedrooms,5 Bathrooms,3+ Balconies,Others,6000,4212,15th   of 26 Floors,1 to 5 Year Old,West,"Bandra Railway Station, Major Mumbai Shopping Places, Bandra -Kurla Complex, Carter Road & Bandstands, Bandra Worli Sea Link","Lift(s), Swimming Pool, Fitness Centre / GYM","1 AC, No Bed, No Chimney, No Curtains, No Dining Table, No Exhaust Fan, No Fan, No Geyser, No Modular Kitchen, No Light, No Microwave, No Fridge, No Sofa, No Stove, No TV, No Wardrobe, No Washing Machine, No Water Purifier, 1 AC, No Bed, No Chimney, No Curtains, No Dining Table, No Exhaust Fan, No Fan, No Geyser, No Modular Kitchen, No Light, No Microwave, No Fridge, No Sofa, No Stove, No TV, No Wardrobe, No Washing Machine, No Water Purifier",https://imagecdn.99acres.com/media1/32423/10/648470743M-1758107968729.jpg
https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-mulund-east-central-mumbai-suburbs-480-sq-ft-spid-I84952266,"Guru Ashish CHS Navghar Road, Mulund East","1 BHK Flat in Mulund East, Mumbai",₹1.15 Cr,480 sqft,1 BHK,(2 Baths),Carpet Area,1283,"Carpet area: 480
(44.59 sq.m.)  
sq.ft.",1 Bedroom,2 Bathrooms,No Balcony,Others,,480,3rd   of 7 Floors,10+ Year Old,East,"Shivalay, Datt Mandir, Jain Derasar, Khandoba Temple, Hanuman Temple, Jari Mari Gaondevi Temple, Vitthal Mandir","Security / Fire Alarm, Lift(s), Maintenance Staff, Water Storage, Visitor Parking","3 Fan, 1 Exhaust Fan, 1 Geyser, 7 Light, 1 AC, 1 Modular Kitchen, No Bed, No Chimney, No Curtains, No Dining Table, No Microwave, No Fridge, No Sofa, No Stove, No TV, No Wardrobe, No Washing Machine, No Water Purifier, 3 Fan, 1 Exhaust Fan, 1 Geyser, 7 Light, 1 AC, 1 Modular Kitchen, No Bed, No Chimney, No Curtains, No Dining Table, No Microwave, No Fridge, No Sofa, No Stove, No TV, No Wardrobe, No Washing Machine, No Water Purifier","https://imagecdn.99acres.com/media1/32132/9/642649941M-1756980910398.jpg, https://imagecdn.99acres.com/media1/25599/7/511987447O-1723627995594.jpg, https://imagecdn.99acres.com/media1/32499/16/649996005T-1758525197884.jpg, https://imagecdn.99acres.com/media1/33071/16/661436751T-1760627840536.jpg, https://imagecdn.99acres.com/media1/32671/7/653427705T-1758977547786.jpg"
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-naman-habitat-andheri-west-mumbai-andheri-dahisar-1092-sq-ft-spid-U84714816,Naman Habitat,"3 BHK Flat in Andheri West, Mumbai",₹4.55 Cr,"1,092 sqft",3 BHK,(3 Baths),Carpet Area,113,"Carpet area: 1092
(101.45 sq.m.)  
sq.ft.",3 Bedrooms,3 Bathrooms,No Balcony,Others,,1092,12nd   of 17 Floors,0 to 1 Year Old,North,"Andheri Railway Station, Azad Nagar Metro Station, Infinity Mall, St Blaise High School, Sardar Patel Engr College","Power Back-up, Lift(s), Swimming Pool, Fitness Centre / GYM, Club house / Community Center, Rain Water Harvesting",,"https://imagecdn.99acres.com/media1/31932/4/638644729M-1756112458359.jpg, https://imagecdn.99acres.com/media1/32355/9/647109849T-1757862323766.jpg, https://imagecdn.99acres.com/media1/33225/9/664509917T-1761558100708.jpg, https://imagecdn.99acres.com/media1/31932/2/638642755T-1756112303103.jpg, https://imagecdn.99acres.com/media1/31370/13/627413427T-1754136493269.jpg"
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-rna-ng-eclat-andheri-west-mumbai-andheri-dahisar-863-sq-ft-spid-G84338248,"RNA NG Eclat
3.8","2 BHK Flat in Andheri West, Mumbai",₹3.65 Cr,863 sqft,2 BHK,(2 Baths),Carpet Area,114,"Carpet area: 863
(80.18 sq.m.)  
sq.ft.",2 Bedrooms,2 Bathrooms,3 Balconies,Others,,863,13rd   of 39 Floors,0 to 1 Year Old,North,"Goregaon Railway Station, Goregaon West Metro Station, Infiniti Mall Andheri, National Highway 48, Ryan Global School","Security / Fire Alarm, Power Back-up, Feng Shui / Vaastu Compliant, Intercom Facility, Lift(s), Maintenance Staff, Water Storage, Visitor Parking, Swimming Pool, Park, Security Personnel, Fitness Centre / GYM, Rain Water Harvesting, Club house / Community Center",,"https://imagecdn.99acres.com/media1/31512/0/630240167M-1754652017547.jpg, https://imagecdn.99acres.com/media1/31932/16/638656853T-1756113454270.jpg, https://imagecdn.99acres.com/media1/31646/6/632926783T-1755149985039.jpg, https://imagecdn.99acres.com/media1/32919/0/658380733T-1760000099650.jpg, https://imagecdn.99acres.com/media1/33026/14/660534103T-1760441380573.jpg"
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-spring-grove-tower-lokhandwala-kandivali-east-mumbai-andheri-dahisar-750-sq-ft-spid-G84039142,Spring Grove Tower,"2 BHK Flat in Lokhandwala Kandivali East, Mumbai",₹2 Cr,750 sqft,2 BHK,(2 Baths),Carpet Area,1284,"Carpet area: 750
(69.68 sq.m.)  
sq.ft.",2 Bedrooms,2 Bathrooms,3 Balconies,Others,,750,1st   of 18 Floors,10+ Year Old,West,"Big Bazzar Kandivali, Shivling, Durga Mata Mandir, Shanta House Ganesh Temple, Hdfc ATM, Kotak mahindra bank ATM","Feng Shui / Vaastu Compliant, Security / Fire Alarm, Intercom Facility, Lift(s), Maintenance Staff, Water Storage, Park, Visitor Parking",,"https://imagecdn.99acres.com/media1/31209/14/624194423M-1753598846058.jpg, https://imagecdn.99acres.com/media1/28542/15/570855105M-1739994401125.jpg, https://imagecdn.99acres.com/media1/31655/7/633107395T-1755165706010.jpg, https://imagecdn.99acres.com/media1/31628/8/632568621T-1755081283520.jpg, https://imagecdn.99acres.com/media1/33320/7/666407897T-1761903634251.jpg"
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ekta-meadows-thakur-village-mumbai-andheri-dahisar-700-sq-ft-spid-F83778116,"Ekta Meadows
4.1","2 BHK Flat in Thakur Village, Kandivali East",₹2.4 Cr,700 sqft,2 BHK,(2 Baths),Carpet Area,1285,"Carpet area: 700
(65.03 sq.m.)  
sq.ft.",2 Bedrooms,2 Bathrooms,1 Balcony,,,700,12nd   of 28 Floors,1 to 5 Year Old,,"Borivali Railway Station, Oshiwara, Plotsify, St John’s High School ICSE, Thakur Shyamnarayan Degree College","Power Back-up, Feng Shui / Vaastu Compliant, Intercom Facility, Lift(s), Maintenance Staff, Piped-gas, Swimming Pool, Park, Security Personnel, Shopping Centre, Fitness Centre / GYM, Rain Water Harvesting, Club house / Community Center",,"https://imagecdn.99acres.com/media1/30989/18/619798427M-1752664101475.jpg, https://imagecdn.99acres.com/media1/31907/1/638141299T-1756024770342.jpg, https://imagecdn.99acres.com/media1/32663/7/653267065T-1758961707041.jpg, https://imagecdn.99acres.com/media1/33187/19/663759907T-1761379981628.jpg, https://imagecdn.99acres.com/media1/32112/8/642248129T-1756901876888.jpg"
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-adonia-apartments-hiranandani-gardens-powai-central-mumbai-suburbs-2400-sq-ft-spid-Y84616758,Adonia Apartments,"3 BHK Flat in Hiranandani Gardens Powai, Mumbai",₹11.5 Cr,"2,400 sqft",3 BHK,(3 Baths),Built-up Area,1286,"Built Up area: 2400
(222.97 sq.m.)  
sq.ft.",3 Bedrooms,3 Bathrooms,1 Balcony,Store Room,,,22nd   of 31 Floors,5 to 10 Year Old,East,"Pay and park, Caratlane ATM, Idfc first bank ATM, Dr.. Ramesh Iyer's Clinic, Wellness Forever, Life Panacea","Security / Fire Alarm, Intercom Facility, Lift(s), Maintenance Staff, Piped-gas, Swimming Pool, Park, Security Personnel, Shopping Centre, Fitness Centre / GYM, Rain Water Harvesting, Club house / Community Center, Water softening plant","3 Wardrobe, 11 Fan, 22 Light, 1 Modular Kitchen, 4 AC, No Bed, No Chimney, No Curtains, No Dining Table, No Exhaust Fan, No Geyser, No Microwave, No Fridge, No Sofa, No Stove, No TV, No Washing Machine, No Water Purifier, 3 Wardrobe, 11 Fan, 22 Light, 1 Modular Kitchen, 4 AC, No Bed, No Chimney, No Curtains, No Dining Table, No Exhaust Fan, No Geyser, No Microwave, No Fridge, No Sofa, No Stove, No TV, No Washing Machine, No Water Purifier",https://imagecdn.99acres.com/media1/31830/19/636619197M-1755774049779.jpg
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-raheja-reflections-kandivali-east-mumbai-andheri-dahisar-1103-sq-ft-spid-M85771134,"Raheja Reflections
3.9","2 BHK Flat in Kandivali East, Mumbai",₹1.9 Cr,"1,103 sqft",2 BHK,(2 Baths),Super Built-up Area,1287,"Super Built up area 1103
(102.47 sq.m.)
Built Up area: 960 sq.ft. (89.19 sq.m.)
Carpet area: 625 sq.ft. (58.06 sq.m.)  
sq.ft.",2 Bedrooms,2 Bathrooms,1 Balcony,Others,1103,625,4th   of 8 Floors,5 to 10 Year Old,North,"Kandivli EMU Shed, Magathane, Growel's 101 Mall, Children's Academy, Parul University, Satya Super Speciality","Security / Fire Alarm, Power Back-up, Feng Shui / Vaastu Compliant, Intercom Facility, Lift(s), Maintenance Staff, Piped-gas, Visitor Parking, Swimming Pool, Park, Security Personnel, Internet/wi-fi connectivity, Shopping Centre, Fitness Centre / GYM, Rain Water Harvesting, Club house / Community Center","5 Fan, 1 Exhaust Fan, 2 Geyser, 8 Light, 1 Modular Kitchen, 1 Curtains, No AC, No Bed, No Chimney, No Dining Table, No Microwave, No Fridge, No Sofa, No Stove, No TV, No Wardrobe, No Washing Machine, No Water Purifier, 5 Fan, 1 Exhaust Fan, 2 Geyser, 8 Light, 1 Modular Kitchen, 1 Curtains, No AC, No Bed, No Chimney, No Dining Table, No Microwave, No Fridge, No Sofa, No Stove, No TV, No Wardrobe, No Washing Machine, No Water Purifier","https://imagecdn.99acres.com/media1/32908/1/658161081M-1759948194597.jpg, https://imagecdn.99acres.com/media1/32917/3/658343539T-1759997012475.jpg, https://imagecdn.99acres.com/media1/32147/11/642951997T-1757050427821.jpg, https://imagecdn.99acres.com/media1/31040/5/620805193T-1752841616612.jpg, https://imagecdn.99acres.com/media1/32303/2/646062329T-1757933072063.jpg"
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-nahars-amrit-shakti-chandivali-central-mumbai-suburbs-600-sq-ft-spid-W85272680,"Nahars Amrit Shakti
4.4","2 BHK Flat in Chandivali, Mumbai",₹2.03 Cr,600 sqft,2 BHK,(2 Baths),Carpet Area,1288,"Carpet area: 600
(55.74 sq.m.)  
sq.ft.",2 Bedrooms,2 Bathrooms,1 Balcony,Others,,600,19th   of 20 Floors,5 to 10 Year Old,North-East,"Vikhroli, Jagruti Nagar, R CITY, BMC School, Sinhgad Institute, Dhanvantari Hospital, Chhatrapati Shivaji","Security / Fire Alarm, Feng Shui / Vaastu Compliant, Intercom Facility, Lift(s), Maintenance Staff, Water Storage, Visitor Parking, Swimming Pool, Park, Shopping Centre, Fitness Centre / GYM, Rain Water Harvesting, Club house / Community Center",,"https://imagecdn.99acres.com/media1/32419/13/648393613M-1758102317373.jpg, https://imagecdn.99acres.com/media1/33177/2/663542173T-1761310432207.jpg, https://imagecdn.99acres.com/media1/31649/16/632996861T-1755156492527.jpg, https://imagecdn.99acres.com/media1/33152/15/663055627T-1761205708834.jpg, https://imagecdn.99acres.com/media1/32980/6/659606263T-1760250749401.jpg"
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ekta-tripolis-goregaon-west-mumbai-andheri-dahisar-775-sq-ft-spid-Z85205860,"Ekta Tripolis
3.9","2 BHK Flat in Goregaon West, Mumbai",₹3.05 Cr,775 sqft,2 BHK,(2 Baths),Carpet Area,1289,"Carpet area: 775
(72 sq.m.)  
sq.ft.",2 Bedrooms,2 Bathrooms,1 Balcony,Others,,775,23rd   of 36 Floors,1 to 5 Year Old,East,"Ram Mandir Railway Station, Goregaon West Metro Station, Swami Vivekananda Road, Western Express Hwy, St. John's Universal School","Centrally Air Conditioned, Water purifier, Security / Fire Alarm, Feng Shui / Vaastu Compliant, Intercom Facility, Lift(s), High Ceiling Height, Maintenance Staff, False Ceiling Lighting, Water Storage, No open drainage around, Bank Attached Property, Piped-gas, Internet/wi-fi connectivity, Recently Renovated, Visitor Parking, Swimming Pool, Park, Security Personnel, Natural Light, Airy Rooms, Low Density Society, Waste Disposal, Rain Water Harvesting, Water softening plant, Fitness Centre / GYM, Club house / Community Center",,"https://imagecdn.99acres.com/media1/32355/8/647108651M-1757862214703.jpg, https://imagecdn.99acres.com/media1/32181/13/643633391T-1757160056726.jpg, https://imagecdn.99acres.com/media1/32007/6/640146571T-1756456441765.jpg, https://imagecdn.99acres.com/media1/32780/0/655600343T-1759469388786.jpg, https://imagecdn.99acres.com/media1/32920/3/658403341T-1760001933288.jpg"
