link,name,location,price,area,bhk,bathroom,area_type_x,id,property_name_address,bedrooms,bathrooms,balcony,additional_rooms,super_builtup_area,area_type_y,floor,property_age,facing,nearby_location,features,furnishing_details,image_links
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-kalpataru-aura-ghatkopar-west-central-mumbai-suburbs-1019-sq-ft-spid-F84374120,"Kalpataru Aura
4.2","2 BHK Flat in Ghatkopar West, Mumbai",₹3.49 Cr,"1,019 sqft",2 BHK,(2 Baths),Built-up Area,1,Kalpataru Aura Ghatkopar West,2,2,1,Servant Room,1019,849,20th of 20 Floors,0 to 1 Year Old,South-East,Ghantkopar Station,"Intercom Facility, Lift(s), Maintenance Staff, Swimming Pool, Park, Piped-gas, Security Personnel, Natural Light, Airy Rooms, Fitness Centre / GYM, Club house / Community Center, Rain Water Harvesting","2 Fan, 2 Light, 2 AC, No Bed, No Chimney, No Curtains, No Dining Table, No Exhaust Fan, No Geyser, No Modular Kitchen, No Microwave, No Fridge, No Sofa, No Stove, No TV, No Wardrobe, No Washing Machine, No Water Purifier",
https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-prince-tower-ghatkopar-west-central-mumbai-suburbs-480-sq-ft-spid-C85209644,Prince Tower,"1 BHK Flat in Ghatkopar West, Mumbai",₹1.1 Cr,480 sqft,1 BHK,(1 Bath),Carpet Area,2,Prince Tower Ghatkopar West,1,1,0,,,480,1st of 4 Floors,10+ Year Old,,Tahera Masjid,,,
https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-sai-darshan-apartment-ghatkopar-west-central-mumbai-suburbs-500-sq-ft-spid-Q84216430,Sai Darshan Apartment,"1 BHK Flat in Ghatkopar West, Mumbai",₹1.1 Cr,500 sqft,1 BHK,(1 Bath),Super Built-up Area,3,Sai Darshan Apartment Ghatkopar West,1,1,0,,500,500,7th of 7 Floors,10+ Year Old,West,Vivo ghatkopar metro station,"Lift(s), Water Storage","1 Bed, 1 Wardrobe, 1 Water Purifier, 1 Fan, 1 Sofa, 1 Exhaust Fan, 2 Light, 1 Modular Kitchen, No AC, No Chimney, No Curtains, No Dining Table, No Geyser, No Microwave, No Fridge, No Stove, No TV, No Washing Machine","https://imagecdn.99acres.com/media1/33205/9/664109323M-1761465153376.jpg, https://imagecdn.99acres.com/media1/32895/5/657905541T-1759912504675.jpg, https://imagecdn.99acres.com/media1/32636/4/652724389T-1758873392493.jpg, https://imagecdn.99acres.com/media1/32948/2/658962553T-1760358902678.jpg, https://imagecdn.99acres.com/media1/32891/6/657826117T-1759906539389.jpg"
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-kalpataru-aura-ghatkopar-west-central-mumbai-suburbs-1050-sq-ft-spid-E85325352,"Kalpataru Aura
4.2","3 BHK Flat in Ghatkopar West, Mumbai",₹3.49 Cr,"1,050 sqft",3 BHK,(2 Baths),Super Built-up Area,4,Kalpataru Aura Ghatkopar West,3,2,0,,1050,958,20th of 20 Floors,1 to 5 Year Old,West,Ghantkopar Station,"Security / Fire Alarm, Power Back-up, Feng Shui / Vaastu Compliant, Intercom Facility, Lift(s), Maintenance Staff, Water Storage, Recently Renovated, Bank Attached Property, Piped-gas, Visitor Parking, Swimming Pool, Park, Security Personnel, Natural Light, Internet/wi-fi connectivity, Airy Rooms, Fitness Centre / GYM, Waste Disposal, Rain Water Harvesting, Club house / Community Center, Water softening plant","1 Exhaust Fan, 1 Modular Kitchen, 1 Curtains, No AC, No Bed, No Chimney, No Dining Table, No Fan, No Geyser, No Light, No Microwave, No Fridge, No Sofa, No Stove, No TV, No Wardrobe, No Washing Machine, No Water Purifier","https://imagecdn.99acres.com/media1/32482/11/649651165M-1758276178986.jpg, https://imagecdn.99acres.com/media1/32892/14/657854883T-1759908452896.jpg, https://imagecdn.99acres.com/media1/30877/1/617541491T-1752150078029.jpg, https://imagecdn.99acres.com/media1/32748/4/654964403T-1759311579666.jpg, https://imagecdn.99acres.com/media1/33079/19/661599825T-1760686350435.jpg"
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-wadhwa-promenade-at-the-address-ghatkopar-west-central-mumbai-suburbs-661-sq-ft-spid-Y79646701,"Wadhwa Promenade at The Address
4.3","2 BHK Flat in Ghatkopar West, Mumbai",₹2.2 Cr,661 sqft,2 BHK,(2 Baths),Super Built-up Area,5,Wadhwa Promenade at the Address Ghatkopar West,2,2,0,,661,649,15th of 22 Floors,10+ Year Old,North,Ghatkopar Rly. Station,"Security / Fire Alarm, Feng Shui / Vaastu Compliant, Intercom Facility, Lift(s), Maintenance Staff, False Ceiling Lighting, Water Storage, Bank Attached Property, Piped-gas, Swimming Pool, Park, Natural Light, Airy Rooms, Low Density Society, Fitness Centre / GYM, Waste Disposal, Rain Water Harvesting, Club house / Community Center",,"https://imagecdn.99acres.com/media1/30165/7/603307207M-1755636771368.jpg, https://imagecdn.99acres.com/media1/32892/10/657850753T-1760006787400.jpg, https://imagecdn.99acres.com/media1/32960/4/659204975T-1760165159672.jpg, https://imagecdn.99acres.com/media1/31955/9/639109107T-1756208744226.jpg, https://imagecdn.99acres.com/media1/32789/5/655785931T-1759580115099.jpg"
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-kalpataru-aura-ghatkopar-west-central-mumbai-suburbs-850-sq-ft-spid-H85930178,"Kalpataru Aura
4.2","3 BHK Flat in Ghatkopar West, Mumbai",₹3.05 Cr,850 sqft,3 BHK,(2 Baths),Carpet Area,6,Kalpataru Aura Ghatkopar West,3,2,0,Study Room,850,,10th of 20 Floors,10+ Year Old,East,Ghantkopar Station,"Water purifier, Centrally Air Conditioned, Power Back-up, Private Garden / Terrace, Intercom Facility, Lift(s), High Ceiling Height, Maintenance Staff, False Ceiling Lighting, Separate entry for servant room, No open drainage around, Piped-gas, Internet/wi-fi connectivity, Recently Renovated, Swimming Pool, Park, Security Personnel, Natural Light, Airy Rooms, Spacious Interiors, Low Density Society, Waste Disposal, Rain Water Harvesting, Water softening plant, Shopping Centre, Fitness Centre / GYM, Club house / Community Center",,"https://imagecdn.99acres.com/media1/33169/17/663397541M-1761294527639.jpg, https://imagecdn.99acres.com/media1/32284/19/645699285T-1757586193277.jpg, https://imagecdn.99acres.com/media1/32747/19/654959079T-1759310973529.jpg, https://imagecdn.99acres.com/media1/33046/1/660921809T-1760524277343.jpg, https://imagecdn.99acres.com/media1/32526/8/650528895T-1758453204561.jpg"
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-wadhwa-promenade-at-the-address-ghatkopar-west-central-mumbai-suburbs-650-sq-ft-spid-M85422826,"Wadhwa Promenade at The Address
4.3","2 BHK Flat in Ghatkopar West, Mumbai",₹1.85 Cr,650 sqft,2 BHK,(2 Baths),Carpet Area,7,Wadhwa Promenade at the Address Ghatkopar West,2,2,0,,,650,20th of 28 Floors,5 to 10 Year Old,East,Ghatkopar Rly. Station,"Feng Shui / Vaastu Compliant, Security / Fire Alarm, Intercom Facility, Lift(s), Swimming Pool, Maintenance Staff, Water Storage, Park, Visitor Parking, Fitness Centre / GYM, Club house / Community Center, Rain Water Harvesting",,"https://imagecdn.99acres.com/media1/33120/4/662404499M-1760954034143.jpg, https://imagecdn.99acres.com/media1/32892/10/657850753T-1760006787400.jpg, https://imagecdn.99acres.com/media1/32100/19/642019551T-1756882143826.jpg, https://imagecdn.99acres.com/media1/32960/4/659204975T-1760165159672.jpg, https://imagecdn.99acres.com/media1/31955/9/639109107T-1756208744226.jpg"
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-wadhwa-promenade-at-the-address-ghatkopar-west-central-mumbai-suburbs-650-sq-ft-spid-M85422826,"Wadhwa Promenade at The Address
4.3","2 BHK Flat in Ghatkopar West, Mumbai",₹1.85 Cr,650 sqft,2 BHK,(2 Baths),Carpet Area,33,"Carpet area: 650
(60.39 sq.m.)  
sq.ft.",2 Bedrooms,2 Bathrooms,No Balcony,,,650,20th   of 28 Floors,5 to 10 Year Old,East,"Ghatkopar Rly. Station, LBS Marg, Podar International School, Sarvodaya Hospital, International Airport, BKC Business Hub","Feng Shui / Vaastu Compliant, Security / Fire Alarm, Intercom Facility, Lift(s), Swimming Pool, Maintenance Staff, Water Storage, Park, Visitor Parking, Fitness Centre / GYM, Club house / Community Center, Rain Water Harvesting",,"https://imagecdn.99acres.com/media1/33120/4/662404499M-1760954034143.jpg, https://imagecdn.99acres.com/media1/32100/19/642019551T-1756882143826.jpg, https://imagecdn.99acres.com/media1/32960/4/659204975T-1760165159672.jpg, https://imagecdn.99acres.com/media1/31955/9/639109107T-1756208744226.jpg, https://imagecdn.99acres.com/media1/33008/13/660173741T-1760361390344.jpg"
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-wadhwa-boulevard-ghatkopar-west-central-mumbai-suburbs-1569-sq-ft-r2-spid-D79838045,Wadhwa Boulevard,"3 BHK Flat in Ghatkopar West, Mumbai",₹3.99 Cr,"1,569 sqft",3 BHK,(2 Baths),Super Built-up Area,8,Wadhwa Boulevard Ghatkopar West,3,2,1,,1569,1050,14th of 28 Floors,1 to 5 Year Old,North-West,Vivo ghatkopar metro station,"Centrally Air Conditioned, Water purifier, Security / Fire Alarm, Power Back-up, Feng Shui / Vaastu Compliant, Private Garden / Terrace, Intercom Facility, Lift(s), High Ceiling Height, Maintenance Staff, False Ceiling Lighting, Water Storage, Separate entry for servant room, No open drainage around, Piped-gas, Internet/wi-fi connectivity, Recently Renovated, Visitor Parking, Swimming Pool, Park, Security Personnel, Natural Light, Airy Rooms, Spacious Interiors, Low Density Society, Waste Disposal, Rain Water Harvesting, Water softening plant, Shopping Centre, Fitness Centre / GYM, Club house / Community Center","1 Water Purifier, 6 Fan, 2 Geyser, 6 Light, No AC, No Bed, No Chimney, No Curtains, No Dining Table, No Exhaust Fan, No Modular Kitchen, No Microwave, No Fridge, No Sofa, No Stove, No TV, No Wardrobe, No Washing Machine","https://imagecdn.99acres.com/media1/32177/16/643556975M-1757151213222.jpg, https://imagecdn.99acres.com/media1/31215/18/624318823T-1753616294713.jpg, https://imagecdn.99acres.com/media1/30893/10/617870267T-1752303427497.jpg, https://imagecdn.99acres.com/media1/32561/2/651222447T-1758610629032.jpg, https://imagecdn.99acres.com/media1/33222/5/664445451T-1761551828994.jpg"
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-wadhwa-boulevard-ghatkopar-west-central-mumbai-suburbs-1046-sq-ft-spid-M85347328,Wadhwa Boulevard,"2 BHK Flat in Ghatkopar West, Mumbai",₹3.95 Cr,"1,046 sqft",2 BHK,(2 Baths),Carpet Area,9,Wadhwa Boulevard Ghatkopar West,2,2,1,Study Room,1046,,28th of 28 Floors,1 to 5 Year Old,North-East,Vivo ghatkopar metro station,"Security / Fire Alarm, Power Back-up, Feng Shui / Vaastu Compliant, Intercom Facility, Lift(s), Water purifier, High Ceiling Height, Maintenance Staff, Water Storage, Piped-gas, Visitor Parking, Swimming Pool, Park, Security Personnel, Natural Light, Airy Rooms, Spacious Interiors, Fitness Centre / GYM, Waste Disposal, Rain Water Harvesting, Club house / Community Center","2 Wardrobe, 6 Fan, 1 Exhaust Fan, 2 Geyser, 1 Stove, 25 Light, 1 Modular Kitchen, 1 Chimney, 3 AC, No Bed, No Curtains, No Dining Table, No Microwave, No Fridge, No Sofa, No TV, No Washing Machine, No Water Purifier","https://imagecdn.99acres.com/media1/28260/2/565202625O-1738140960246.jpg, https://imagecdn.99acres.com/media1/32510/2/650202393M-1758369729815.jpg, https://imagecdn.99acres.com/media1/31549/13/630993435T-1754830614826.jpg, https://imagecdn.99acres.com/media1/33217/14/664354379T-1761543763922.jpg, https://imagecdn.99acres.com/media1/33217/13/664353701T-1761543673743.jpg"
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-wadhwa-boulevard-ghatkopar-west-central-mumbai-suburbs-1913-sq-ft-spid-K85355290,Wadhwa Boulevard,"3 BHK Flat in Ghatkopar West, Mumbai",₹5.65 Cr,"1,913 sqft",3 BHK,(3 Baths),Super Built-up Area,10,Wadhwa Boulevard Ghatkopar West,3,3,1,,1913,1276,13rd of 28 Floors,1 to 5 Year Old,North-East,Vivo ghatkopar metro station,"Security / Fire Alarm, Power Back-up, Feng Shui / Vaastu Compliant, Intercom Facility, Lift(s), Water purifier, High Ceiling Height, Maintenance Staff, Water Storage, No open drainage around, Piped-gas, Visitor Parking, Swimming Pool, Park, Security Personnel, Natural Light, Airy Rooms, Spacious Interiors, Fitness Centre / GYM, Waste Disposal, Rain Water Harvesting, Club house / Community Center","3 Wardrobe, 1 Water Purifier, 6 Fan, 1 Exhaust Fan, 3 Geyser, 1 Stove, 30 Light, 1 Modular Kitchen, 1 Chimney, 5 AC, No Bed, No Curtains, No Dining Table, No Microwave, No Fridge, No Sofa, No TV, No Washing Machine","https://imagecdn.99acres.com/media1/28260/2/565202625O-1738140960246.jpg, https://imagecdn.99acres.com/media1/32508/18/650178469M-1758367180083.jpg, https://imagecdn.99acres.com/media1/33299/11/665991449T-1761825204298.jpg, https://imagecdn.99acres.com/media1/32906/17/658137977T-1759940524733.jpg, https://imagecdn.99acres.com/media1/31627/16/632556401T-1755080469026.jpg"
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-wadhwa-boulevard-ghatkopar-west-central-mumbai-suburbs-1755-sq-ft-spid-U85865144,Wadhwa Boulevard,"3 BHK Flat in Ghatkopar West, Mumbai",₹4.75 Cr,"1,755 sqft",3 BHK,(3 Baths),Built-up Area,11,Wadhwa Boulevard Ghatkopar West,3,3,1,Others,1755,1170,8th of 28 Floors,5 to 10 Year Old,North-East,Vivo ghatkopar metro station,"Security / Fire Alarm, Power Back-up, Feng Shui / Vaastu Compliant, Intercom Facility, Lift(s), Maintenance Staff, Water Storage, Visitor Parking, Swimming Pool, Park, Fitness Centre / GYM, Rain Water Harvesting, Club house / Community Center",,"https://imagecdn.99acres.com/media1/32980/19/659619799M-1760252262776.jpg, https://imagecdn.99acres.com/media1/32906/17/658137977T-1759940524733.jpg, https://imagecdn.99acres.com/media1/32567/4/651344497T-1758620880622.jpg, https://imagecdn.99acres.com/media1/32235/1/644701953T-1757414629667.jpg, https://imagecdn.99acres.com/media1/32981/9/659629757T-1760253279540.jpg"
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-kalpataru-aura-ghatkopar-west-central-mumbai-suburbs-775-sq-ft-spid-A85325072,"Kalpataru Aura
4.2","2 BHK Flat in Ghatkopar West, Mumbai",₹2.8 Cr,775 sqft,2 BHK,(2 Baths),Carpet Area,12,Kalpataru Aura Ghatkopar West,2,2,0,,,775,3rd of 19 Floors,5 to 10 Year Old,West,Ghantkopar Station,"Power Back-up, Feng Shui / Vaastu Compliant, Intercom Facility, Lift(s), Centrally Air Conditioned, Water purifier, Maintenance Staff, Water Storage, Recently Renovated, Piped-gas, Visitor Parking, Swimming Pool, Park, Security Personnel, Natural Light, Internet/wi-fi connectivity, Fitness Centre / GYM, Rain Water Harvesting, Club house / Community Center",,"2 Wardrobe, 2 Bed, 1 Water Purifier, 5 Fan, 2 Geyser, 15 Light, 1 Modular Kitchen, 1 Chimney, 1 Curtains, 3 AC, No Dining Table, No Exhaust Fan, No Microwave, No Fridge, No Sofa, No Stove, No TV, No Washing Machine, https://imagecdn.99acres.com/media1/32831/17/656637801M-1759654478866.jpg, https://imagecdn.99acres.com/media1/33064/1/661281969T-1760688172375.jpg, https://imagecdn.99acres.com/media1/32637/6/652746099T-1758875095846.jpg, https://imagecdn.99acres.com/media1/32790/0/655800803T-1759581040761.jpg, https://imagecdn.99acres.com/media1/31589/9/631789761T-1754981011476.jpg"
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-kalpataru-aura-ghatkopar-west-central-mumbai-suburbs-775-sq-ft-spid-A85325072,"Kalpataru Aura
4.2","2 BHK Flat in Ghatkopar West, Mumbai",₹2.8 Cr,775 sqft,2 BHK,(2 Baths),Carpet Area,34,"Carpet area: 775
(72 sq.m.)  
sq.ft.",2 Bedrooms,2 Bathrooms,No Balcony,,,775,3rd   of 19 Floors,5 to 10 Year Old,West,"Ghantkopar Station, Shoppers Stop, Jogesshwari Vikhroli Link, Sarvodaya Hospital, Shreyas Cinemas","Power Back-up, Feng Shui / Vaastu Compliant, Intercom Facility, Lift(s), Centrally Air Conditioned, Water purifier, Maintenance Staff, Water Storage, Recently Renovated, Piped-gas, Visitor Parking, Swimming Pool, Park, Security Personnel, Natural Light, Internet/wi-fi connectivity, Fitness Centre / GYM, Rain Water Harvesting, Club house / Community Center","2 Wardrobe, 2 Bed, 1 Water Purifier, 5 Fan, 2 Geyser, 15 Light, 1 Modular Kitchen, 1 Chimney, 1 Curtains, 3 AC, No Dining Table, No Exhaust Fan, No Microwave, No Fridge, No Sofa, No Stove, No TV, No Washing Machine, 2 Wardrobe, 2 Bed, 1 Water Purifier, 5 Fan, 2 Geyser, 15 Light, 1 Modular Kitchen, 1 Chimney, 1 Curtains, 3 AC, No Dining Table, No Exhaust Fan, No Microwave, No Fridge, No Sofa, No Stove, No TV, No Washing Machine","https://imagecdn.99acres.com/media1/32831/17/656637801M-1759654478866.jpg, https://imagecdn.99acres.com/media1/33064/1/661281969T-1760688172375.jpg, https://imagecdn.99acres.com/media1/32637/6/652746099T-1758875095846.jpg, https://imagecdn.99acres.com/media1/32790/0/655800803T-1759581040761.jpg, https://imagecdn.99acres.com/media1/31589/9/631789761T-1754981011476.jpg"
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-wadhwa-boulevard-ghatkopar-west-central-mumbai-suburbs-1346-sq-ft-spid-A85174678,Wadhwa Boulevard,"3 BHK Flat in Ghatkopar West, Mumbai",₹4 Cr,"1,346 sqft",3 BHK,(2 Baths),Super Built-up Area,13,Wadhwa Boulevard Ghatkopar West,3,2,2,,1346,1065,11st of 28 Floors,1 to 5 Year Old,East,Vivo ghatkopar metro station,"Security / Fire Alarm, Power Back-up, Feng Shui / Vaastu Compliant, Lift(s), Water purifier, Centrally Air Conditioned, High Ceiling Height, Maintenance Staff, False Ceiling Lighting, Water Storage, No open drainage around, Piped-gas, Visitor Parking, Swimming Pool, Internet/wi-fi connectivity, Airy Rooms, Shopping Centre, Fitness Centre / GYM, Waste Disposal, Rain Water Harvesting, Club house / Community Center, Water softening plant","1 Water Purifier, 7 Fan, 2 Geyser, 14 Light, 4 AC, No Bed, No Chimney, No Curtains, No Dining Table, No Exhaust Fan, No Modular Kitchen, No Microwave, No Fridge, No Sofa, No Stove, No TV, No Wardrobe, No Washing Machine","https://imagecdn.99acres.com/media1/32349/9/646989279M-1757835369907.jpg, https://imagecdn.99acres.com/media1/31594/19/631899291T-1754990119735.jpg, https://imagecdn.99acres.com/media1/32261/12/645232409T-1757510262274.jpg, https://imagecdn.99acres.com/media1/32400/19/648019141T-1758024519556.jpg, https://imagecdn.99acres.com/media1/33026/18/660538157T-1760441804563.jpg"
https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-wadhwa-vista-ghatkopar-west-central-mumbai-suburbs-3784-sq-ft-spid-J85956418,Wadhwa Vista,"4 BHK Flat in Ghatkopar West, Mumbai",₹1 Cr,"3,784 sqft",4 BHK,(3 Baths),Super Built-up Area,14,Wadhwa Vista Ghatkopar West,4,3,3,Servant Room,3784,2365,3rd of 21 Floors,5 to 10 Year Old,East,Vivo ghatkopar metro station,"Water purifier, Security / Fire Alarm, Power Back-up, Feng Shui / Vaastu Compliant, Private Garden / Terrace, Intercom Facility, Lift(s), High Ceiling Height, Maintenance Staff, False Ceiling Lighting, Water Storage, Separate entry for servant room, No open drainage around, Piped-gas, Internet/wi-fi connectivity, Visitor Parking, Swimming Pool, Park, Security Personnel, Natural Light, Airy Rooms, Spacious Interiors, Waste Disposal, Rain Water Harvesting, Water softening plant, Fitness Centre / GYM, Club house / Community Center","1 Water Purifier, 3 Fan, 1 Exhaust Fan, 2 Geyser, 3 Light, 1 Curtains, No AC, No Bed, No Chimney, No Dining Table, No Modular Kitchen, No Microwave, No Fridge, No Sofa, No Stove, No TV, No Wardrobe, No Washing Machine",https://imagecdn.99acres.com/media1/33298/19/665979503M-1761824258310.jpg
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-kalpataru-aura-ghatkopar-west-central-mumbai-suburbs-1150-sq-ft-spid-W85606670,"Kalpataru Aura
4.2","3 BHK Flat in Ghatkopar West, Mumbai",₹3.49 Cr,"1,150 sqft",3 BHK,(2 Baths),Super Built-up Area,15,Kalpataru Aura Ghatkopar West,3,2,0,Others,1150,849,20th of 20 Floors,1 to 5 Year Old,South-East,Ghantkopar Station,"Security / Fire Alarm, Power Back-up, Feng Shui / Vaastu Compliant, Intercom Facility, Lift(s), High Ceiling Height, Maintenance Staff, False Ceiling Lighting, Water Storage, No open drainage around, Piped-gas, Visitor Parking, Swimming Pool, Park, Security Personnel, Natural Light, Airy Rooms, Spacious Interiors, Shopping Centre, Fitness Centre / GYM, Waste Disposal, Rain Water Harvesting, Club house / Community Center, Water softening plant","6 Fan, 1 Exhaust Fan, 2 Geyser, 14 Light, 1 Modular Kitchen, 1 Chimney, 4 AC, 1 Curtains, No Bed, No Dining Table, No Microwave, No Fridge, No Sofa, No Stove, No TV, No Wardrobe, No Washing Machine, No Water Purifier","https://imagecdn.99acres.com/media1/32748/4/654964403M-1759311579926.jpg, https://imagecdn.99acres.com/media1/31361/19/627239317T-1754120922285.jpg, https://imagecdn.99acres.com/media1/31266/12/625332431T-1753790205584.jpg, https://imagecdn.99acres.com/media1/32261/12/645232409T-1757510262274.jpg, https://imagecdn.99acres.com/media1/32482/11/649651165T-1758276178554.jpg"
https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-ashok-odyssey-ghatkopar-west-central-mumbai-suburbs-415-sq-ft-spid-J84230720,Ashok Odyssey,"1 BHK Flat in Ghatkopar West, Mumbai",₹1.22 Cr,415 sqft,1 BHK,(2 Baths),Carpet Area,16,Ashok Odyssey Ghatkopar West,1,2,0,Others,,415,5th of 12 Floors,1 to 5 Year Old,East,Jagruti Nagar Metro Statio,"Feng Shui / Vaastu Compliant, Security / Fire Alarm, Intercom Facility, Lift(s), Maintenance Staff, Water Storage, Park, Visitor Parking, Rain Water Harvesting",,"https://imagecdn.99acres.com/media1/31416/18/628338311M-1754395208125.jpg, https://imagecdn.99acres.com/media1/32376/18/647538245T-1757938772898.jpg, https://imagecdn.99acres.com/media1/33206/1/664121905T-1761466751328.jpg, https://imagecdn.99acres.com/media1/33113/0/662260139T-1760868792868.jpg, https://imagecdn.99acres.com/media1/31955/11/639111107T-1756208902538.jpg"
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-kalpataru-aura-ghatkopar-west-central-mumbai-suburbs-1360-sq-ft-spid-F83954112,"Kalpataru Aura
4.2","2 BHK Flat in Ghatkopar West, Mumbai",₹3.31 Cr,"1,360 sqft",2 BHK,(2 Baths),Super Built-up Area,17,Kalpataru Aura Ghatkopar West,2,2,0,Study Room,1360,855,9th of 19 Floors,10+ Year Old,East,Ghantkopar Station,"Security / Fire Alarm, Power Back-up, Feng Shui / Vaastu Compliant, Intercom Facility, Lift(s), Maintenance Staff, Water Storage, Piped-gas, Visitor Parking, Swimming Pool, Park, Security Personnel, Fitness Centre / GYM, Rain Water Harvesting, Club house / Community Center","1 Water Purifier, 1 Fridge, 6 Fan, 1 Exhaust Fan, 1 Dining Table, 2 Geyser, 1 Stove, 25 Light, 1 Curtains, 1 Modular Kitchen, 1 Chimney, 3 AC, 2 Bed, 3 Wardrobe, 1 Sofa, No Microwave, No TV, No Washing Machine","https://imagecdn.99acres.com/media1/31131/3/622623217M-1753285118053.jpg, https://imagecdn.99acres.com/media1/32305/2/646102123T-1757663719573.jpg, https://imagecdn.99acres.com/media1/32235/3/644703111T-1757414741066.jpg, https://imagecdn.99acres.com/media1/32637/9/652749407T-1758875445262.jpg, https://imagecdn.99acres.com/media1/32658/12/653172133T-1758953306689.jpg"
https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-ashok-odyssey-ghatkopar-west-central-mumbai-suburbs-410-sq-ft-spid-W86073550,Ashok Odyssey,"1 BHK Flat in Ghatkopar West, Mumbai",₹1 Cr,410 sqft,1 BHK,(2 Baths),Carpet Area,18,Ashok Odyssey Ghatkopar West,1,2,0,,,410,6th of 12 Floors,0 to 1 Year Old,East,Jagruti Nagar Metro Statio,"Feng Shui / Vaastu Compliant, Security / Fire Alarm, Intercom Facility, Lift(s), Maintenance Staff, Water Storage, Park, Rain Water Harvesting",,"https://imagecdn.99acres.com/media1/33173/3/663463331M-1761301992489.jpg, https://imagecdn.99acres.com/media1/33139/11/662791365T-1761125862699.jpg, https://imagecdn.99acres.com/media1/32376/18/647538245T-1757938772898.jpg, https://imagecdn.99acres.com/media1/33206/1/664121905T-1761466751328.jpg, https://imagecdn.99acres.com/media1/31955/11/639111107T-1756208902538.jpg"
https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-ashok-odyssey-ghatkopar-west-central-mumbai-suburbs-410-sq-ft-spid-W86073550,Ashok Odyssey,"1 BHK Flat in Ghatkopar West, Mumbai",₹1 Cr,410 sqft,1 BHK,(2 Baths),Carpet Area,35,"Carpet area: 410
(38.09 sq.m.)  
sq.ft.",1 Bedroom,2 Bathrooms,No Balcony,,,410,6th   of 12 Floors,0 to 1 Year Old,East,"Jagruti Nagar Metro Statio, Upcomimg Metro Station, R City Mall, Phoenix Market City Mall, Eastern Express Highway","Feng Shui / Vaastu Compliant, Security / Fire Alarm, Intercom Facility, Lift(s), Maintenance Staff, Water Storage, Park, Rain Water Harvesting",,"https://imagecdn.99acres.com/media1/33173/3/663463331M-1761301992489.jpg, https://imagecdn.99acres.com/media1/33139/11/662791365T-1761125862699.jpg, https://imagecdn.99acres.com/media1/32376/18/647538245T-1757938772898.jpg, https://imagecdn.99acres.com/media1/33206/1/664121905T-1761466751328.jpg, https://imagecdn.99acres.com/media1/31955/11/639111107T-1756208902538.jpg"
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-kalpataru-aura-nityanand-nagar-central-mumbai-suburbs-850-sq-ft-spid-L86070364,"Kalpataru Aura
4.2","3 BHK Flat in Nityanand Nagar, Ghatkopar",₹3.05 Cr,850 sqft,3 BHK,(2 Baths),Carpet Area,19,Kalpataru Aura Nityanand Nagar,3,2,0,Study Room,,850,9th of 20 Floors,10+ Year Old,East,Ghantkopar Station,"Security / Fire Alarm, Power Back-up, Feng Shui / Vaastu Compliant, Private Garden / Terrace, Intercom Facility, Lift(s), High Ceiling Height, Maintenance Staff, False Ceiling Lighting, Water Storage, No open drainage around, Bank Attached Property, Piped-gas, Internet/wi-fi connectivity, Recently Renovated, Visitor Parking, Swimming Pool, Park, Security Personnel, Natural Light, Spacious Interiors, Low Density Society, Waste Disposal, Rain Water Harvesting, Shopping Centre, Fitness Centre / GYM, Club house / Community Center","5 Fan, 9 Light, 4 AC, No Bed, No Chimney, No Curtains, No Dining Table, No Exhaust Fan, No Geyser, No Modular Kitchen, No Microwave, No Fridge, No Sofa, No Stove, No TV, No Wardrobe, No Washing Machine, No Water Purifier","https://imagecdn.99acres.com/media1/33170/5/663405951M-1761295393436.jpg, https://imagecdn.99acres.com/media1/33169/17/663397541T-1761294527164.jpg, https://imagecdn.99acres.com/media1/33170/9/663409665T-1761295824303.jpg, https://imagecdn.99acres.com/media1/32029/17/640597847T-1756541917087.jpg, https://imagecdn.99acres.com/media1/32448/8/648968479T-1758183594127.jpg"
